customer,state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class
OD76309,Washington,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
IL28481,Oregon,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Call Center,Normal Car
GY55092,Nevada,Yes,Extended,High School or Below,Other status,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
UF33451,Oregon,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Agent,Medium-Class Car
CF15558,California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Call Center,Normal Car
JM62924,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Branch,Normal Car
EM66435,Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Agent,Normal Car
QX45933,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Normal Car
JI71369,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Web,Normal Car
JU93290,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Web,Normal Car
GU66096,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
UC33108,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
LW93867,Oregon,No,Basic,Bachelor or College,Other status,Rural,Corporate,Offer 1-2,Web,Normal Car
OU78470,Arizona,No,Extended,Doctor or Master,Employed,Rural,Corporate,Offer 1-2,Call Center,Normal Car
XW90265,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
HS67749,California,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Agent,Normal Car
VZ51506,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Call Center,Medium-Class Car
UI64281,Nevada,No,Basic,Doctor or Master,Other status,Rural,Personal,Offer 1-2,Call Center,Normal Car
AE98193,Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Branch,Medium-Class Car
AZ74055,Oregon,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 3-4,Call Center,Normal Car
XS76911,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
AY40674,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
NA12740,Oregon,No,Basic,Doctor or Master,Other status,Rural,Special,Offer 1-2,Web,Normal Car
UA84837,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Branch,Normal Car
DJ51510,Arizona,No,Premium,High School or Below,Employed,Rural,Personal,Offer 3-4,Agent,Normal Car
VM58985,California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Branch,Normal Car
OH60605,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Branch,Normal Car
UO98052,Nevada,No,Extended,Bachelor or College,Unemployed,Urban,Personal,Offer 1-2,Web,Normal Car
NC53424,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Web,Normal Car
LQ13873,Nevada,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
LA97014,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
NB79936,Washington,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Branch,Normal Car
NT89061,Arizona,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
AF10970,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Call Center,Normal Car
ZG48513,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Normal Car
JQ59145,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
FE84989,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Call Center,Normal Car
JT52858,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Branch,Normal Car
MC62068,California,No,Extended,High School or Below,Employed,Urban,Personal,Offer 3-4,Agent,Normal Car
EU27538,Oregon,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Branch,Luxury Car
RH42306,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Web,Normal Car
US23612,Oregon,No,Premium,High School or Below,Other status,Rural,Personal,Offer 1-2,Call Center,Normal Car
WV76014,Arizona,No,Basic,Doctor or Master,Employed,Rural,Special,Offer 1-2,Branch,Normal Car
RK96223,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
MF82000,Washington,No,Basic,Bachelor or College,Unemployed,Rural,Special,Offer 1-2,Branch,Normal Car
FM46980,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Branch,Normal Car
SY56792,Oregon,No,Premium,High School or Below,Unemployed,Suburban,Corporate,Offer 3-4,Web,Normal Car
RF61565,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
IM94808,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Web,Normal Car
VI14730,Oregon,Yes,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Web,Medium-Class Car
YR34119,Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Agent,Medium-Class Car
RR77985,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
VC22097,Washington,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Agent,Medium-Class Car
WV17090,California,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Call Center,Medium-Class Car
TM23514,Oregon,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Web,Medium-Class Car
MQ68407,Oregon,Yes,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Agent,Normal Car
GJ59592,California,Yes,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Call Center,Normal Car
FY56083,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Agent,Normal Car
UA94723,Oregon,Yes,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Agent,Medium-Class Car
FW91032,California,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 3-4,Agent,Normal Car
DE34457,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Call Center,Medium-Class Car
HD32044,Oregon,No,Premium,Doctor or Master,Employed,Suburban,Corporate,Offer 1-2,Branch,Normal Car
HH30454,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Branch,Medium-Class Car
AH84063,Oregon,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Call Center,Medium-Class Car
QA17596,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
XI41052,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Call Center,Medium-Class Car
DI30528,California,Yes,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Web,Normal Car
SC66359,Arizona,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Agent,Medium-Class Car
EN61670,Arizona,Yes,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Branch,Normal Car
DQ10761,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Branch,Normal Car
BQ51587,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
JE21522,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Branch,Normal Car
WS47147,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Branch,Medium-Class Car
ZA64638,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Web,Normal Car
EW38459,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Web,Normal Car
QW87316,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Agent,Normal Car
IC43478,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
TE34064,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Agent,Normal Car
WU60905,California,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 3-4,Web,Medium-Class Car
YM18992,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
PD55753,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Call Center,Normal Car
KU56006,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
MJ69973,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
TW43626,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
XX84133,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Call Center,Normal Car
ZW84453,Arizona,No,Basic,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Web,Normal Car
HO29524,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Branch,Normal Car
VE89726,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Branch,Medium-Class Car
GE87503,California,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 3-4,Call Center,Medium-Class Car
PX90263,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Branch,Normal Car
NI17718,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Web,Normal Car
FY32213,California,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
RZ13254,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Branch,Normal Car
GN45013,Oregon,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Agent,Normal Car
UB16654,Washington,No,Basic,Doctor or Master,Other status,Urban,Personal,Offer 3-4,Web,Normal Car
KU84464,Nevada,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Call Center,Normal Car
YH43527,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Agent,Normal Car
RO30676,California,No,Premium,Bachelor or College,Other status,Rural,Personal,Offer 1-2,Agent,Normal Car
QL59704,Arizona,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Branch,Normal Car
QH19450,California,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Call Center,Normal Car
HR85211,Washington,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Web,Normal Car
UV54502,Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Branch,Normal Car
WB38524,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Branch,Normal Car
CE56187,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Branch,Medium-Class Car
JL19416,California,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
JZ61422,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
LA13377,California,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Call Center,Normal Car
NC99948,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Call Center,Normal Car
QD34785,Arizona,Yes,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Normal Car
RO26085,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
ES57969,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Agent,Normal Car
JK55587,California,No,Basic,High School or Below,Other status,Suburban,Special,Offer 1-2,Branch,Normal Car
RN97635,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Call Center,Normal Car
BI76326,California,No,Premium,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Call Center,Medium-Class Car
JA34909,California,Yes,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Call Center,Normal Car
OJ90342,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Web,Normal Car
CM88932,Oregon,Yes,Extended,Doctor or Master,Employed,Rural,Corporate,Offer 1-2,Branch,Normal Car
JJ97525,California,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
XV21647,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Branch,Medium-Class Car
MC83487,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Agent,Normal Car
BL90769,California,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Web,Medium-Class Car
CR57148,Oregon,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Branch,Normal Car
CP85232,Arizona,No,Extended,Bachelor or College,Employed,Rural,Special,Offer 1-2,Agent,Medium-Class Car
YL74732,California,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 3-4,Web,Medium-Class Car
FG16766,California,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Branch,Medium-Class Car
NV55438,Nevada,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Agent,Normal Car
RM10880,California,Yes,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Branch,Normal Car
GL56175,Arizona,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Call Center,Normal Car
UK52289,Arizona,Yes,Basic,Bachelor or College,Employed,Urban,Special,Offer 1-2,Agent,Normal Car
LL45497,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Web,Normal Car
BC62782,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Call Center,Medium-Class Car
YM57893,Washington,No,Premium,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
JP30654,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Agent,Medium-Class Car
RA66180,Washington,No,Basic,High School or Below,Employed,Urban,Corporate,Offer 1-2,Branch,Normal Car
EN60878,Oregon,No,Extended,Bachelor or College,Other status,Urban,Personal,Offer 1-2,Branch,Normal Car
JF36291,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
BK59444,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Branch,Normal Car
MK70700,California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Branch,Normal Car
IW71076,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Agent,Normal Car
AP98768,California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Normal Car
OM24164,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Normal Car
QP84605,Washington,No,Premium,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Call Center,Normal Car
VC87846,Oregon,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Agent,Normal Car
ZM92052,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Agent,Normal Car
ON73702,Arizona,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Agent,Medium-Class Car
QQ90441,Nevada,Yes,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
HU35721,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Agent,Normal Car
XH85336,Washington,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Agent,Normal Car
ZH17561,Washington,No,Extended,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Branch,Medium-Class Car
AG85615,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Special,Offer 1-2,Web,Normal Car
OY74069,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Call Center,Normal Car
DJ91267,Nevada,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Agent,Luxury Car
KB72438,California,No,Extended,High School or Below,Employed,Rural,Personal,Offer 3-4,Call Center,Medium-Class Car
TR67616,Oregon,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 1-2,Web,Normal Car
GF65731,California,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Call Center,Medium-Class Car
HB67642,Arizona,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
DP84567,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Agent,Luxury Car
VV77534,Oregon,No,Premium,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Call Center,Medium-Class Car
GL67540,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Agent,Normal Car
SV50502,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Corporate,Offer 3-4,Branch,Normal Car
UK59698,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Branch,Normal Car
OA57352,Arizona,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Branch,Normal Car
ZF84449,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Special,Offer 1-2,Agent,Medium-Class Car
VH31965,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
HG39060,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Call Center,Normal Car
EM29359,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Web,Luxury Car
SF57173,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Agent,Medium-Class Car
OT47603,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
SW31412,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Agent,Normal Car
JS36322,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Agent,Medium-Class Car
RE81445,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Branch,Normal Car
RM24280,Oregon,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Agent,Normal Car
LC25393,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Call Center,Luxury Car
UX38930,Arizona,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Branch,Medium-Class Car
HD95496,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Agent,Normal Car
RX24650,Oregon,Yes,Extended,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Agent,Medium-Class Car
DW19309,Oregon,No,Premium,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Agent,Medium-Class Car
EG48956,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Call Center,Normal Car
